,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,MiddleSchool_ELA_TotalStudents,MiddleSchool_ELA_Total4s,MiddleSchool_ELA_AIAN4s,MiddleSchool_ELA_Black4s,MiddleSchool_ELA_Hispanic4s,MiddleSchool_ELA_Asian4s,MiddleSchool_ELA_White4s,MiddleSchool_ELA_Multiracial4s,MiddleSchool_ELA_LimitedEng4s,MiddleSchool_ELA_EcoDisadv4s,MiddleSchool_Math_TotalStudents,MiddleSchool_Math_Total4s,MiddleSchool_Math_AIAN4s,MiddleSchool_Math_Black4s,MiddleSchool_Math_Hispanic4s,MiddleSchool_Math_Asian4s,MiddleSchool_Math_White4s,MiddleSchool_Math_Multiracial4s,MiddleSchool_Math_LimitedEng4s,MiddleSchool_Math_EcoDisadv4s,DBN,School,Total_Students,Testers,Offers,Perc_Testers,Perc_Offers,Offer
178,THE BRONX SCHOOL OF YOUNG LEADERS,321000010331,10X331,10,40.851349,-73.910712,"40 W TREMONT ST BRONX, NY 10453",BRONX,10453,"06,07,08",06,08,Yes,0.894,,0.18,0.01,0.24,0.74,0.01,0.94,0.2,0.85,Meeting Target,0.86,Exceeding Target,0.85,Meeting Target,0.81,Meeting Target,0.84,Meeting Target,0.9,Meeting Target,Meeting Target,2.2,2.14,336,0.020833333333333332,0.0,0.0,0.01488095238095238,0.0,0.0,0.0,0.0,0.01488095238095238,355,0.02535211267605634,0.0,0.0,0.016901408450704224,0.0,0.0,0.0,0.0028169014084507044,0.01971830985915493,10X331,THE BRONX SCHOOL OF YOUNG LEADERS,154.0,25.0,2.5,16.233766233766232,1.6233766233766231,1
179,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,321000011342,10X342,10,40.870295,-73.897019,"2780 RESERVOIR AVE BRONX, NY 10468",BRONX,10468,"06,07,08,09,10,11,12",06,12,No,0.857,,0.61,0.0,0.0,0.99,0.0,0.97,0.08,0.91,Meeting Target,0.93,Exceeding Target,0.87,Meeting Target,0.88,Meeting Target,0.82,Meeting Target,0.92,Meeting Target,Meeting Target,2.15,2.18,138,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.021739130434782608,146,0.00684931506849315,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.00684931506849315,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,58.0,2.5,2.5,4.310344827586207,4.310344827586207,1
180,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,321000010363,10X363,10,40.859506,-73.900475,"120 E 184TH ST BRONX, NY 10468",BRONX,10468,"06,07,08",06,08,Yes,0.8859999999999999,,0.32,0.02,0.12,0.85,0.01,0.92,0.27,0.92,Meeting Target,0.91,Meeting Target,0.87,Meeting Target,0.9,Meeting Target,0.8,Meeting Target,0.93,Meeting Target,Meeting Target,2.24,2.15,393,0.02544529262086514,0.0,0.0,0.02544529262086514,0.0,0.0,0.0,0.0,0.002544529262086514,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,161.0,22.0,2.5,13.664596273291925,1.5527950310559007,1
181,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),321000010368,10X368,10,40.87956,-73.909674,"2975 TIBBETTS AVE BRONX, NY 10463",BRONX,10463,"06,07,08,09,10,11,12",06,12,No,0.7490000000000001,,0.15,0.04,0.1,0.82,0.04,0.94,0.22,0.77,Approaching Target,0.73,Approaching Target,0.81,Meeting Target,0.64,Not Meeting Target,0.71,Approaching Target,0.84,Approaching Target,Meeting Target,2.37,2.28,421,0.0855106888361045,0.0023752969121140144,0.007125890736342043,0.057007125890736345,0.009501187648456057,0.0023752969121140144,0.0,0.0,0.07363420427553444,417,0.05995203836930456,0.0,0.004796163069544364,0.04316546762589928,0.007194244604316547,0.0,0.0,0.0,0.050359712230215826,10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),177.0,34.0,2.5,19.2090395480226,1.4124293785310735,1
182,M.S. 390,321000010390,10X390,10,40.854366999999996,-73.913024,"1930 ANDREWS AVE BRONX, NY 10453",BRONX,10453,"05,06,07,08",05,08,No,0.9109999999999999,,0.26,0.01,0.13,0.85,0.01,0.93,0.24,0.84,Meeting Target,0.84,Approaching Target,0.82,Meeting Target,0.8,Meeting Target,0.77,Meeting Target,0.86,Approaching Target,Approaching Target,2.15,2.13,408,0.007352941176470588,0.0,0.0,0.004901960784313725,0.0,0.0,0.0,0.0,0.007352941176470588,422,0.014218009478672985,0.0,0.0,0.014218009478672985,0.0,0.0,0.0,0.0,0.014218009478672985,10X390,M.S. 390,150.0,32.0,2.5,21.333333333333336,1.6666666666666667,1
183,THE ANGELO PATRI MIDDLE SCHOOL,321000010391,10X391,10,40.854655,-73.897036,"2225 WEBSTER AVE BRONX, NY 10457",BRONX,10457,"06,07,08",06,08,Yes,0.9109999999999999,,0.36,0.01,0.25,0.72,0.01,0.9,0.35,0.86,Approaching Target,0.84,Approaching Target,0.82,Approaching Target,0.78,Approaching Target,0.8,Meeting Target,0.88,Meeting Target,Meeting Target,2.09,1.98,453,0.017660044150110375,0.0,0.002207505518763797,0.01545253863134658,0.0,0.0,0.0,0.002207505518763797,0.01545253863134658,478,0.03138075313807531,0.0,0.006276150627615063,0.02301255230125523,0.0,0.0,0.0,0.0020920502092050207,0.027196652719665274,10X391,THE ANGELO PATRI MIDDLE SCHOOL,187.0,11.0,2.5,5.88235294117647,1.3368983957219251,1
184,CRESTON ACADEMY,321000010447,10X447,10,40.855211,-73.90326400000001,"125 E 181ST ST BRONX, NY 10453",BRONX,10453,"06,07,08",06,08,No,0.898,,0.31,0.03,0.12,0.84,0.01,0.92,0.26,0.91,Meeting Target,0.93,Exceeding Target,0.86,Meeting Target,0.9,Exceeding Target,0.87,Exceeding Target,0.93,Exceeding Target,Exceeding Target,2.3,2.33,442,0.042986425339366516,0.0,0.0022624434389140274,0.03619909502262444,0.0022624434389140274,0.0,0.0,0.0,0.038461538461538464,466,0.08798283261802575,0.0,0.0,0.08369098712446352,0.0,0.0,0.0,0.0,0.07510729613733906,10X447,CRESTON ACADEMY,162.0,21.0,2.5,12.962962962962962,1.5432098765432098,1
185,EAST FORDHAM ACADEMY FOR THE ARTS,321000011459,10X459,10,40.859506,-73.900475,"120 E 184TH ST BRONX, NY 10468",BRONX,10468,"06,07,08",06,08,No,0.8809999999999999,,0.26,0.02,0.12,0.84,0.01,0.92,0.27,0.77,Approaching Target,0.78,Approaching Target,0.83,Meeting Target,0.71,Not Meeting Target,0.78,Approaching Target,0.83,Approaching Target,Approaching Target,2.14,1.97,306,0.0196078431372549,0.0,0.0,0.016339869281045753,0.0,0.0,0.0,0.0,0.016339869281045753,309,0.003236245954692557,0.0,0.0,0.0,0.0,0.0,0.0,0.003236245954692557,0.003236245954692557,10X459,EAST FORDHAM ACADEMY FOR THE ARTS,108.0,8.0,2.5,7.4074074074074066,2.314814814814815,1
186,P.S. 019 JUDITH K. WEISS,321100010019,11X019,11,40.899321,-73.867223,"4318 KATONAH AVE BRONX, NY 10470",BRONX,10470,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.35,62840.53,0.08,0.04,0.08,0.28,0.59,0.95,0.09,0.96,Meeting Target,0.96,Exceeding Target,0.89,Meeting Target,0.94,Exceeding Target,0.83,Meeting Target,0.95,Exceeding Target,Approaching Target,2.81,2.98,154,0.23376623376623376,0.0,0.0,0.032467532467532464,0.0,0.14285714285714285,0.0,0.0,0.12337662337662338,155,0.23870967741935484,0.0,0.0,0.025806451612903226,0.0,0.17419354838709677,0.0,0.0,0.11612903225806452,11X019,P.S. 019 JUDITH K. WEISS,57.0,27.0,2.5,47.368421052631575,4.385964912280701,1
187,P.S. 083 DONALD HERTZ,321100010083,11X083,11,40.849167,-73.858861,"950 RHINELANDER AVE BRONX, NY 10462",BRONX,10462,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.611,51523.99,0.12,0.1,0.09,0.49,0.32,0.95,0.11,0.85,Meeting Target,0.87,Exceeding Target,0.84,Meeting Target,0.76,Approaching Target,0.77,Approaching Target,0.87,Meeting Target,Meeting Target,2.6,2.76,649,0.1386748844375963,0.0,0.0,0.05701078582434515,0.03389830508474576,0.04314329738058552,0.0,0.0,0.05701078582434515,643,0.2006220839813375,0.0,0.0,0.06531881804043546,0.05132192846034215,0.08087091757387248,0.0,0.0,0.07465007776049767,11X083,P.S. 083 DONALD HERTZ,223.0,84.0,11.0,37.66816143497758,4.932735426008969,1
188,P.S. 089 BRONX,321100010089,11X089,11,40.862563,-73.859202,"980 MACE AVE BRONX, NY 10469",BRONX,10469,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.737,42125.55,0.21,0.07,0.22,0.54,0.17,0.93,0.22,0.88,Meeting Target,0.85,Meeting Target,0.82,Meeting Target,0.82,Meeting Target,0.78,Approaching Target,0.87,Approaching Target,Meeting Target,2.3,2.29,452,0.04424778761061947,0.0,0.01327433628318584,0.015486725663716814,0.00663716814159292,0.00663716814159292,0.0,0.0022123893805309734,0.02654867256637168,420,0.07380952380952381,0.0,0.011904761904761904,0.02619047619047619,0.009523809523809525,0.01904761904761905,0.0,0.002380952380952381,0.04523809523809524,11X089,P.S. 089 BRONX,186.0,47.0,2.5,25.268817204301076,1.3440860215053763,1
189,J.H.S. 127 THE CASTLE HILL,321100010127,11X127,11,40.838494,-73.853201,"1560 PURDY ST BRONX, NY 10462",BRONX,10462,"06,07,08",06,08,No,0.716,,0.18,0.31,0.23,0.41,0.04,0.94,0.17,0.9,Meeting Target,0.93,Exceeding Target,0.84,Meeting Target,0.89,Meeting Target,0.76,Approaching Target,0.93,Meeting Target,Meeting Target,2.49,2.62,704,0.07386363636363637,0.0,0.01278409090909091,0.014204545454545454,0.045454545454545456,0.0,0.0,0.0,0.048295454545454544,681,0.05726872246696035,0.0,0.002936857562408223,0.004405286343612335,0.04698972099853157,0.0,0.0,0.00881057268722467,0.04405286343612335,11X127,J.H.S. 127 THE CASTLE HILL,245.0,101.0,10.0,41.224489795918366,4.081632653061225,1
190,J.H.S. 144 MICHELANGELO,321100010144,11X144,11,40.864290000000004,-73.836566,"2545 GUNTHER AVE BRONX, NY 10469",BRONX,10469,"06,07,08",06,08,No,0.691,,0.07,0.03,0.65,0.29,0.02,0.9,0.33,0.89,Meeting Target,0.91,Meeting Target,0.83,Meeting Target,0.84,Meeting Target,0.73,Approaching Target,0.86,Approaching Target,Meeting Target,2.29,2.1,459,0.0392156862745098,0.0,0.026143790849673203,0.006535947712418301,0.002178649237472767,0.0,0.0,0.0,0.023965141612200435,429,0.013986013986013986,0.0,0.006993006993006993,0.002331002331002331,0.0,0.0,0.0,0.002331002331002331,0.011655011655011656,11X144,J.H.S. 144 MICHELANGELO,166.0,38.0,2.5,22.89156626506024,1.5060240963855422,1
191,P.S. 175 CITY ISLAND,321100010175,11X175,11,40.843790000000006,-73.78469100000001,"200 CITY ISLAND AVE BRONX, NY 10464",BRONX,10464,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.247,73103.77,0.02,0.06,0.09,0.29,0.54,0.95,0.13,0.93,Meeting Target,0.96,Meeting Target,0.85,Meeting Target,0.88,Meeting Target,0.87,Meeting Target,0.9,Meeting Target,Meeting Target,2.86,3.03,107,0.16822429906542055,0.0,0.0,0.037383177570093455,0.0,0.11214953271028037,0.0,0.0,0.028037383177570093,105,0.29523809523809524,0.0,0.0,0.02857142857142857,0.0,0.21904761904761905,0.0,0.0,0.08571428571428572,11X175,P.S. 175 CITY ISLAND,41.0,16.0,2.5,39.02439024390244,6.097560975609756,1
192,M.S. 180 DR. DANIEL HALE WILLIAMS,321100010180,11X180,11,40.873204,-73.832178,"700 BAYCHESTER AVE BRONX, NY 10475",BRONX,10475,"06,07,08",06,08,No,0.504,,0.01,0.03,0.69,0.23,0.03,0.95,0.13,0.87,Meeting Target,0.94,Meeting Target,0.86,Meeting Target,0.9,Exceeding Target,0.94,Exceeding Target,0.94,Exceeding Target,Meeting Target,2.71,2.71,831,0.1299638989169675,0.0,0.09265944645006016,0.021660649819494584,0.006016847172081829,0.0036101083032490976,0.0,0.0,0.08182912154031288,826,0.13317191283292978,0.0,0.09322033898305085,0.020581113801452784,0.009685230024213076,0.002421307506053269,0.0,0.0,0.09200968523002422,11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,289.0,138.0,2.5,47.75086505190311,0.8650519031141869,1
193,I.S. 181 PABLO CASALS,321100010181,11X181,11,40.874988,-73.832178,"800 BAYCHESTER AVE BRONX, NY 10475",BRONX,10475,"06,07,08",06,08,No,0.534,,0.03,0.05,0.63,0.26,0.04,0.93,0.21,0.87,Exceeding Target,0.9,Exceeding Target,0.86,Meeting Target,0.84,Meeting Target,0.77,Approaching Target,0.91,Meeting Target,Meeting Target,2.66,2.67,821,0.12911084043848964,0.0,0.07917174177831912,0.02679658952496955,0.010962241169305725,0.0036540803897685747,0.0,0.0,0.08647990255785627,808,0.18564356435643564,0.0,0.10272277227722772,0.03094059405940594,0.027227722772277228,0.0037128712871287127,0.0,0.0,0.125,11X181,I.S. 181 PABLO CASALS,261.0,107.0,7.0,40.99616858237548,2.681992337164751,1
194,P.S./M.S. 194,321100010194,11X194,11,40.835236,-73.846547,"2365 WATERBURY AVE BRONX, NY 10462",BRONX,10462,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.764,45253.24,0.14,0.33,0.08,0.53,0.04,0.95,0.16,0.92,Exceeding Target,0.87,Exceeding Target,0.85,Meeting Target,0.79,Meeting Target,0.76,Not Meeting Target,0.88,Meeting Target,Meeting Target,2.5,2.82,437,0.09610983981693363,0.0,0.002288329519450801,0.029748283752860413,0.059496567505720827,0.002288329519450801,0.0,0.0,0.057208237986270026,409,0.14180929095354522,0.0,0.014669926650366748,0.03667481662591687,0.08557457212713937,0.0024449877750611247,0.0,0.0,0.08801955990220049,11X194,P.S./M.S. 194,151.0,73.0,11.0,48.34437086092716,7.28476821192053,1
195,NORTH BRONX SCHOOL OF EMPOWERMENT,321100010287,11X287,11,40.880634,-73.860155,"3710 BARNES AVE BRONX, NY 10467",BRONX,10467,"06,07,08,SE",06,08,No,0.737,,0.08,0.03,0.58,0.33,0.01,0.89,0.39,0.86,Approaching Target,0.84,Meeting Target,0.78,Approaching Target,0.84,Meeting Target,0.73,Approaching Target,0.88,Meeting Target,Approaching Target,2.15,1.97,220,0.04090909090909091,0.0,0.031818181818181815,0.004545454545454545,0.0,0.0,0.0,0.0,0.02727272727272727,223,0.013452914798206279,0.0,0.008968609865470852,0.004484304932735426,0.0,0.0,0.0,0.0,0.004484304932735426,11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,95.0,22.0,2.5,23.157894736842106,2.631578947368421,1
196,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,321100010289,11X289,11,40.880634,-73.860155,"3710 BARNES AVE BRONX, NY 10467",BRONX,10467,"06,07,08,SE",06,08,Yes,0.731,,0.12,0.02,0.7,0.25,0.02,0.91,0.33,0.9,Meeting Target,0.9,Approaching Target,0.74,Approaching Target,0.82,Meeting Target,0.75,Approaching Target,0.88,Approaching Target,Approaching Target,2.16,2.09,278,0.007194244604316547,0.0,0.0035971223021582736,0.0,0.0,0.0,0.0,0.0,0.0,290,0.010344827586206896,0.0,0.0034482758620689655,0.006896551724137931,0.0,0.0,0.0,0.0,0.010344827586206896,,,,,,,,0
197,BRONX GREEN MIDDLE SCHOOL,321100010326,11X326,11,40.86206,-73.864588,"2441 WALLACE AVE BRONX, NY 10467",BRONX,10467,"06,07,08",06,08,No,0.778,,0.16,0.08,0.26,0.57,0.09,0.92,0.27,0.91,Meeting Target,0.92,Meeting Target,0.85,Meeting Target,0.88,Meeting Target,0.78,Meeting Target,0.93,Exceeding Target,Meeting Target,2.28,2.26,372,0.03494623655913978,0.0,0.010752688172043012,0.013440860215053764,0.008064516129032258,0.0,0.0,0.0,0.03225806451612903,345,0.04057971014492753,0.0,0.005797101449275362,0.02608695652173913,0.0,0.008695652173913044,0.0,0.002898550724637681,0.03768115942028986,11X326,BRONX GREEN MIDDLE SCHOOL,132.0,31.0,2.5,23.484848484848484,1.893939393939394,1
198,BRONX ALLIANCE MIDDLE SCHOOL,321100010355,11X355,11,40.886043,-73.840576,"3750 BAYCHESTER AVE BRONX, NY 10466",BRONX,10466,"06,07,08",06,08,No,0.7290000000000001,,0.07,0.05,0.61,0.31,0.02,0.93,0.26,0.84,Approaching Target,0.89,Approaching Target,0.82,Approaching Target,0.82,Meeting Target,0.84,Meeting Target,0.92,Exceeding Target,Approaching Target,2.08,2.08,344,0.01744186046511628,0.0,0.014534883720930232,0.0029069767441860465,0.0,0.0,0.0,0.0,0.01744186046511628,350,0.005714285714285714,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.005714285714285714,11X355,BRONX ALLIANCE MIDDLE SCHOOL,111.0,31.0,2.5,27.927927927927925,2.2522522522522523,1
199,LEADERS OF TOMORROW,321100010370,11X370,11,40.880634,-73.860155,"3710 BARNES AVE BRONX, NY 10467",BRONX,10467,"06,07,08",06,08,Yes,0.7709999999999999,,0.19,0.04,0.5,0.4,0.03,0.88,0.46,0.93,Meeting Target,0.88,Meeting Target,0.81,Approaching Target,0.88,Meeting Target,0.77,Approaching Target,0.91,Meeting Target,Approaching Target,2.13,2.06,212,0.02830188679245283,0.0,0.018867924528301886,0.0047169811320754715,0.0,0.0,0.0,0.0,0.02830188679245283,210,0.004761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004761904761904762,11X370,LEADERS OF TOMORROW,137.0,20.0,2.5,14.5985401459854,1.824817518248175,1
200,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),321100010462,11X462,11,40.883064000000005,-73.830908,"3441 STEENWICK AVE BRONX, NY 10475",BRONX,10475,"06,07,08",06,08,No,0.631,,0.03,0.0,0.67,0.29,0.02,0.93,0.22,0.91,Meeting Target,0.84,Meeting Target,0.86,Meeting Target,0.79,Meeting Target,0.78,Approaching Target,0.9,Meeting Target,Meeting Target,2.49,2.53,165,0.10303030303030303,0.0,0.07272727272727272,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,163,0.08588957055214724,0.0,0.06748466257668712,0.0,0.0,0.0,0.0,0.0,0.06748466257668712,11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),85.0,21.0,2.5,24.705882352941178,2.941176470588235,1
201,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,321100010468,11X468,11,40.86206,-73.864588,"2441 WALLACE AVE BRONX, NY 10467",BRONX,10467,"06,07,08",06,08,No,0.705,,0.11,0.07,0.18,0.64,0.1,0.93,0.17,0.86,Exceeding Target,0.93,Exceeding Target,0.9,Exceeding Target,0.89,Meeting Target,0.83,Meeting Target,0.9,Meeting Target,Meeting Target,2.46,2.36,322,0.06521739130434782,0.0,0.006211180124223602,0.031055900621118012,0.006211180124223602,0.009316770186335404,0.0,0.0,0.043478260869565216,340,0.05588235294117647,0.0,0.0,0.03529411764705882,0.008823529411764706,0.0,0.0,0.0,0.03529411764705882,11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,133.0,47.0,2.5,35.338345864661655,1.8796992481203008,1
202,P.S./M.S. 11X498 - VAN NEST ACADEMY,321100010498,11X498,11,40.845031,-73.85797600000001,"1640 BRONXDALE AVE BRONX, NY 10462",BRONX,10462,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.647,45355.72,0.06,0.07,0.12,0.65,0.14,0.95,0.1,0.91,Meeting Target,0.88,Meeting Target,0.87,Exceeding Target,0.86,Meeting Target,0.82,Approaching Target,0.9,Meeting Target,Meeting Target,2.65,2.76,274,0.12043795620437957,0.0,0.01824817518248175,0.06569343065693431,0.014598540145985401,0.014598540145985401,0.0,0.0,0.09124087591240876,273,0.11355311355311355,0.0,0.01098901098901099,0.06227106227106227,0.01098901098901099,0.018315018315018316,0.0,0.0,0.08791208791208792,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,95.0,30.0,2.5,31.57894736842105,2.631578947368421,1
203,ONE WORLD MIDDLE SCHOOL AT EDENWALD,321100010529,11X529,11,40.886043,-73.840576,"3750 BAYCHESTER AVE BRONX, NY 10466",BRONX,10466,"06,07,08",06,08,No,0.701,,0.07,0.03,0.6,0.32,0.02,0.93,0.24,0.89,Meeting Target,0.9,Meeting Target,0.84,Meeting Target,0.88,Meeting Target,0.79,Meeting Target,0.93,Meeting Target,Meeting Target,2.34,2.31,308,0.032467532467532464,0.0,0.016233766233766232,0.016233766233766232,0.0,0.0,0.0,0.0,0.022727272727272728,308,0.06818181818181818,0.0,0.03896103896103896,0.022727272727272728,0.0,0.0,0.0,0.0,0.05519480519480519,11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,113.0,31.0,2.5,27.43362831858407,2.2123893805309733,1
204,BAYCHESTER MIDDLE SCHOOL,321100010532,11X532,11,40.886043,-73.840576,"3750 BAYCHESTER AVE BRONX, NY 10466",BRONX,10466,"06,07,08",06,08,No,0.7020000000000001,,0.05,0.01,0.68,0.27,0.01,0.93,0.26,0.85,Meeting Target,0.83,Meeting Target,0.89,Meeting Target,0.8,Approaching Target,0.8,Meeting Target,0.84,Meeting Target,Meeting Target,2.25,2.52,283,0.01060070671378092,0.0,0.0035335689045936395,0.0,0.0,0.0,0.0,0.0,0.007067137809187279,279,0.025089605734767026,0.0,0.021505376344086023,0.0,0.0,0.0,0.0,0.0,0.017921146953405017,11X532,BAYCHESTER MIDDLE SCHOOL,103.0,16.0,2.5,15.53398058252427,2.4271844660194173,1
205,BRONX PARK MIDDLE SCHOOL,321100010556,11X556,11,40.86206,-73.864588,"2441 WALLACE AVE BRONX, NY 10467",BRONX,10467,"06,07,08",06,08,No,0.77,,0.16,0.07,0.26,0.57,0.09,0.92,0.27,0.89,Meeting Target,0.88,Exceeding Target,0.8,Meeting Target,0.83,Meeting Target,0.84,Meeting Target,0.9,Meeting Target,Approaching Target,2.19,2.15,381,0.03937007874015748,0.0,0.015748031496062992,0.013123359580052493,0.0026246719160104987,0.0026246719160104987,0.0,0.0,0.028871391076115485,390,0.041025641025641026,0.0,0.005128205128205128,0.017948717948717947,0.007692307692307693,0.007692307692307693,0.0,0.005128205128205128,0.03333333333333333,11X556,BRONX PARK MIDDLE SCHOOL,137.0,38.0,2.5,27.73722627737226,1.824817518248175,1
206,PELHAM GARDENS MIDDLE SCHOOL,321100010566,11X566,11,40.864290000000004,-73.836566,"2545 GUNTHER AVE BRONX, NY 10469",BRONX,10469,"06,07,08",06,08,No,0.7140000000000001,,0.07,0.02,0.67,0.27,0.02,0.92,0.31,0.84,Meeting Target,0.91,Meeting Target,0.87,Meeting Target,0.88,Meeting Target,0.78,Meeting Target,0.94,Meeting Target,Meeting Target,2.29,2.22,444,0.033783783783783786,0.0,0.018018018018018018,0.013513513513513514,0.0,0.0,0.0,0.0,0.015765765765765764,450,0.013333333333333334,0.0,0.008888888888888889,0.0044444444444444444,0.0,0.0,0.0,0.0,0.008888888888888889,11X566,PELHAM GARDENS MIDDLE SCHOOL,160.0,27.0,2.5,16.875,1.5625,1
207,J.H.S. 098 HERMAN RIDDER,321200010098,12X098,12,40.835821,-73.89098299999999,"1619 BOSTON RD BRONX, NY 10460",BRONX,10460,"06,07,08",06,08,No,0.865,,0.21,0.01,0.29,0.67,0.02,0.9,0.35,0.85,Approaching Target,0.9,Approaching Target,0.76,Approaching Target,0.87,Meeting Target,0.91,Exceeding Target,0.92,Meeting Target,Meeting Target,2.07,2.15,156,0.01282051282051282,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,151,0.033112582781456956,0.0,0.0,0.019867549668874173,0.0,0.0,0.0,0.006622516556291391,0.006622516556291391,12X098,J.H.S. 098 HERMAN RIDDER,81.0,10.0,2.5,12.345679012345679,3.0864197530864197,1
208,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,321200010129,12X129,12,40.845682000000004,-73.88653199999999,"2055 MAPES AVE BRONX, NY 10460",BRONX,10460,"06,07,08",06,08,No,0.91,,0.14,0.02,0.32,0.63,0.01,0.92,0.28,0.89,Meeting Target,0.92,Meeting Target,0.86,Meeting Target,0.88,Exceeding Target,0.83,Meeting Target,0.94,Exceeding Target,Exceeding Target,2.26,2.25,476,0.058823529411764705,0.0,0.0063025210084033615,0.03571428571428571,0.0,0.0,0.0,0.0,0.058823529411764705,480,0.06875,0.0,0.010416666666666666,0.03958333333333333,0.0,0.0,0.0,0.0,0.06458333333333334,12X129,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,195.0,23.0,2.5,11.794871794871794,1.282051282051282,1
209,E.S.M.T- I.S. 190,321200010190,12X190,12,40.836359,-73.89275,"1550 CROTONA PARK E BRONX, NY 10460",BRONX,10460,"06,07,08",06,08,No,0.852,,0.1,0.01,0.25,0.71,0.01,0.93,0.24,0.87,Meeting Target,0.84,Meeting Target,0.8,Approaching Target,0.74,Approaching Target,0.77,Approaching Target,0.82,Approaching Target,Meeting Target,2.25,2.22,219,0.0410958904109589,0.0,0.0,0.0365296803652968,0.0,0.0,0.0,0.0,0.0319634703196347,214,0.02336448598130841,0.0,0.0,0.02336448598130841,0.0,0.0,0.0,0.0,0.02336448598130841,12X190,E.S.M.T- I.S. 190,75.0,13.0,2.5,17.333333333333336,3.3333333333333335,1
210,P.S. 211,321200010211,12X211,12,40.84385,-73.890063,"1919 PROSPECT AVE BRONX, NY 10457",BRONX,10457,"PK,0K,01,02,03,04,05,06,07,08",PK,08,Yes,0.8690000000000001,23881.24,0.24,0.0,0.15,0.84,0.01,0.92,0.3,0.87,Approaching Target,0.79,Approaching Target,0.86,Approaching Target,0.65,Not Meeting Target,0.82,Approaching Target,0.81,Approaching Target,Meeting Target,2.22,2.36,182,0.02197802197802198,0.0,0.0,0.016483516483516484,0.0,0.0,0.0,0.0,0.0,214,0.11214953271028037,0.0,0.0,0.102803738317757,0.0,0.0,0.0,0.009345794392523364,0.08878504672897196,12X211,P.S. 211,85.0,18.0,2.5,21.176470588235293,2.941176470588235,1
211,P.S. 212,321200010212,12X212,12,40.828715,-73.900452,"1180 TINTON AVE BRONX, NY 10456",BRONX,10456,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.8909999999999999,26962.88,0.19,0.01,0.35,0.61,0.01,0.91,0.35,0.89,Approaching Target,0.9,Meeting Target,0.84,Approaching Target,0.84,Meeting Target,0.78,Approaching Target,0.9,Meeting Target,Meeting Target,2.15,2.26,161,0.012422360248447204,0.0,0.0,0.006211180124223602,0.0,0.0,0.0,0.0,0.012422360248447204,173,0.023121387283236993,0.0,0.0,0.023121387283236993,0.0,0.0,0.0,0.0,0.011560693641618497,12X212,P.S. 212,71.0,12.0,2.5,16.901408450704224,3.5211267605633805,1
